LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,Total Defaults,Total Bill Amount,Total Pay Amount,Overall Outstanding,default payment next month
280000,2,1,1,37,1,0,0,0,0,0,1,4215,4513,-298,0
390000,2,2,2,28,0,0,0,0,0,0,0,11597,12382,-785,0
340000,2,1,1,46,0,0,0,0,0,0,0,171905,218853,-46948,0
10000,1,2,2,47,0,0,0,0,0,0,0,27527,31800,-4273,1
110000,1,2,1,35,0,0,0,0,0,0,0,346737,44033,302704,1
100000,1,2,2,31,0,0,0,0,0,0,0,173622,5000,168622,0
130000,2,2,1,25,0,0,0,0,0,0,0,519541,34302,485239,0
230000,1,2,1,45,2,2,2,2,0,0,4,973017,24800,948217,0
290000,2,2,1,39,0,0,0,0,2,2,2,1720044,64828,1655216,1
50000,1,1,2,29,0,0,0,0,0,0,0,119902,8000,111902,0
120000,2,1,2,27,0,0,0,0,0,0,0,80836,68053,12783,0
240000,2,1,1,36,0,0,0,0,0,0,0,34695,22080,12615,1
360000,2,1,2,32,0,0,0,0,0,0,0,842061,30137,811924,0
110000,2,3,2,31,0,0,0,0,0,0,0,402313,14322,387991,0
60000,2,3,2,23,0,0,0,0,0,0,0,108691,34387,74304,0
130000,1,1,2,33,1,0,0,0,0,0,1,14975,8495,6480,1
250000,2,1,1,31,0,0,0,0,0,0,0,7642,7376,266,0
410000,1,3,2,38,0,0,0,0,0,0,0,18791,14035,4756,0
130000,2,3,2,53,0,0,0,0,0,0,0,560920,21403,539517,0
200000,1,1,2,38,0,0,0,2,2,2,3,1146522,43384,1103138,0
60000,2,1,2,25,2,2,0,0,0,0,2,219123,7493,211630,0
20000,1,1,2,25,0,0,0,0,0,0,0,14648,34184,-19536,0
20000,1,2,1,37,0,0,0,0,2,0,1,67837,5935,61902,0
380000,2,2,1,50,0,0,0,0,2,2,2,1770119,112734,1657385,0
80000,1,3,1,47,0,0,0,0,0,0,0,348032,53063,294969,1
160000,1,2,2,31,0,0,0,0,0,0,0,152997,7314,145683,0
50000,1,1,2,23,1,2,0,0,0,0,2,230395,7900,222495,0
50000,1,2,1,34,0,0,0,0,0,0,0,119095,8156,110939,0
310000,1,2,1,34,0,0,0,0,0,0,0,410482,23000,387482,0
130000,1,2,2,30,0,0,0,0,2,2,2,612821,25800,587021,0
180000,1,1,2,33,0,0,2,0,0,0,1,161544,5609,155935,0
130000,2,2,1,43,0,0,0,0,0,0,0,627080,25881,601199,0
50000,1,1,1,35,0,0,0,0,0,0,0,290658,36749,253909,0
150000,2,2,1,30,1,2,0,0,0,0,2,183518,27935,155583,1
230000,2,1,2,25,0,0,0,0,0,0,0,72800,12939,59861,0
20000,2,1,2,23,0,0,0,0,0,0,0,118128,7304,110824,0
360000,2,1,1,33,1,0,0,0,0,0,1,0,0,0,1
180000,2,1,1,31,1,0,0,0,0,0,1,2537,2537,0,0
280000,1,2,1,37,0,0,0,0,0,0,0,1142893,45127,1097766,0
90000,2,1,2,23,0,0,0,2,2,2,3,61518,8200,53318,1
210000,1,2,1,41,1,2,0,0,0,0,2,629663,17600,612063,0
240000,1,1,2,30,1,0,0,0,0,0,1,0,0,0,1
200000,2,1,1,49,0,0,0,0,0,0,0,4434,0,4434,0
180000,2,1,1,35,0,0,0,0,0,0,0,295443,35163,260280,0
190000,1,3,1,44,1,0,2,0,0,0,2,7352,4000,3352,0
50000,2,3,1,53,0,0,0,0,0,0,0,26819,27773,-954,0
80000,2,5,1,23,0,0,0,0,0,0,0,87807,37432,50375,0
50000,1,2,2,23,2,2,0,0,0,0,2,104488,7000,97488,1
130000,1,1,2,29,0,0,0,0,0,0,0,102590,0,102590,0
30000,2,2,1,52,2,2,2,2,2,2,6,124527,6500,118027,1
30000,2,1,2,28,0,0,0,0,0,0,0,106727,22500,84227,0
50000,1,2,2,24,0,0,2,2,0,0,2,137793,7262,130531,1
360000,2,1,1,41,0,0,0,0,0,0,0,615219,104000,511219,0
80000,2,2,2,24,2,0,0,0,0,0,1,247217,18104,229113,1
460000,1,1,2,33,0,0,0,0,0,0,0,977788,36362,941426,0
200000,1,1,1,48,0,0,0,0,0,0,0,26330,22135,4195,0
50000,1,2,2,22,0,0,0,0,0,0,0,176774,46129,130645,1
370000,2,2,2,28,0,0,0,0,0,0,0,421633,37889,383744,0
20000,2,2,1,42,3,2,2,2,2,2,6,118899,5150,113749,1
50000,2,1,2,24,0,0,0,0,0,0,0,236640,9909,226731,0
80000,1,2,1,54,0,0,0,0,0,0,0,147468,10305,137163,0
170000,2,1,1,31,1,0,0,0,0,0,1,0,0,0,0
400000,1,1,1,54,0,0,0,0,0,0,0,91924,91068,856,0
500000,2,2,1,41,0,0,0,0,0,0,0,510628,14761,495867,0
250000,1,3,1,44,0,0,0,0,0,0,0,97381,93213,4168,1
80000,2,2,2,22,0,0,0,0,0,0,0,287690,8500,279190,0
90000,2,2,3,40,1,2,0,0,0,2,3,464608,18546,446062,0
120000,1,3,2,44,4,3,2,0,0,0,3,728410,133477,594933,1
310000,1,2,1,44,0,0,0,0,0,0,0,53240,14000,39240,0
20000,1,2,2,22,0,0,0,0,0,0,0,17867,4643,13224,0
60000,2,2,2,29,0,2,2,0,2,2,4,16191,5444,10747,0
460000,2,1,2,29,0,0,0,0,0,0,0,1000570,43117,957453,0
220000,1,2,1,40,0,0,0,0,0,0,0,31960,36752,-4792,0
220000,1,1,2,32,0,0,0,0,0,0,0,1049198,152000,897198,1
20000,1,2,2,33,1,2,0,0,0,0,2,60946,1183,59763,0
80000,1,3,1,38,0,0,2,0,0,2,2,38449,23387,15062,1
220000,1,1,2,31,0,0,0,0,0,0,0,33190,29448,3742,0
20000,1,2,2,23,0,0,0,0,0,0,0,85608,12201,73407,0
100000,2,2,2,26,0,0,0,0,0,0,0,299092,12000,287092,0
230000,2,1,2,31,0,0,0,0,0,0,0,459658,18128,441530,0
300000,2,2,1,40,0,0,0,0,0,0,0,875751,257620,618131,0
20000,1,2,2,24,0,0,0,0,0,0,0,4472,1950,2522,0
160000,1,1,2,29,0,0,0,0,0,0,0,6728,6728,0,0
70000,2,2,1,27,1,2,0,0,2,2,4,318792,17381,301411,1
240000,2,2,2,37,0,0,0,0,0,0,0,1703651,61102,1642549,0
100000,1,2,2,25,0,0,0,0,0,0,0,97292,32526,64766,0
220000,1,2,2,30,0,0,0,0,0,0,0,99930,20085,79845,0
50000,1,2,2,42,0,0,0,0,0,0,0,38955,5243,33712,0
80000,2,3,1,44,0,0,0,0,0,0,0,11567,5837,5730,0
130000,1,1,2,28,2,2,2,0,0,0,3,216794,0,216794,1
30000,2,2,2,23,1,2,0,0,2,2,4,166383,7700,158683,0
360000,2,2,1,46,1,0,0,0,0,0,1,0,0,0,1
280000,1,2,1,34,0,0,0,0,0,0,0,741779,26202,715577,1
230000,1,1,1,45,0,0,0,0,0,0,0,278381,11015,267366,0
30000,2,1,2,24,0,0,0,0,0,0,0,29323,28866,457,0
70000,2,2,1,28,0,0,0,0,0,0,0,198285,14016,184269,1
100000,1,2,2,32,0,0,0,0,0,0,0,274769,10166,264603,0
50000,1,2,2,27,0,0,0,0,2,0,1,277283,58570,218713,1
150000,2,2,2,26,0,0,0,0,0,0,0,221,0,221,0
20000,1,2,2,46,0,0,0,0,0,0,0,2730,1170,1560,1
100000,1,3,3,48,2,0,0,0,0,0,1,38430,21449,16981,1
90000,2,2,2,25,2,2,2,0,0,0,3,259102,9101,250001,1
50000,1,3,2,49,0,0,0,0,0,0,0,135223,24300,110923,0
200000,1,1,1,49,2,2,2,2,2,2,6,15000,0,15000,1
250000,2,2,2,26,0,0,0,0,0,0,0,127902,10692,117210,0
140000,2,1,1,32,1,0,0,0,0,0,1,0,0,0,0
320000,2,2,1,44,0,0,0,0,0,0,0,2772,2376,396,0
20000,2,2,1,22,2,2,2,2,2,2,6,122340,5152,117188,1
80000,2,2,2,26,0,0,0,0,0,0,0,278645,16566,262079,0
300000,2,2,2,36,1,0,0,0,0,0,1,105250,107163,-1913,0
500000,2,1,1,38,0,0,0,2,0,0,1,222958,70304,152654,0
30000,1,2,2,22,1,0,0,0,0,0,1,60326,27134,33192,0
130000,2,4,2,47,2,0,0,0,0,0,1,9474,7996,1478,0
40000,1,2,1,25,0,0,0,0,0,2,1,230404,9973,220431,0
20000,2,2,2,22,0,0,0,0,0,0,0,65852,21322,44530,0
470000,2,1,2,39,0,0,0,0,0,0,0,19755,20935,-1180,0
200000,2,1,2,42,0,0,0,0,0,0,0,7939,9144,-1205,1
50000,2,2,2,31,2,2,2,2,2,2,6,194889,8800,186089,1
130000,2,2,1,36,0,0,0,0,0,0,0,138384,10936,127448,0
100000,2,2,1,33,0,0,0,0,0,0,0,20890,15436,5454,0
160000,1,1,2,29,0,0,0,0,0,0,0,1740,1352,388,0
50000,1,3,2,26,0,0,0,0,0,0,0,114791,24969,89822,0
180000,1,1,1,42,0,0,0,0,0,0,0,572997,20717,552280,0
50000,1,3,2,29,0,0,0,0,0,0,0,173245,8000,165245,0
70000,2,3,1,40,0,0,0,0,0,0,0,337435,11857,325578,0
270000,1,2,1,53,2,2,2,2,2,2,6,1316830,43500,1273330,1
210000,2,2,1,48,0,0,0,0,0,0,0,580,540,40,0
70000,2,2,1,43,0,0,0,0,0,0,0,179920,46488,133432,0
160000,2,1,2,31,0,0,0,0,0,0,0,33817,26905,6912,0
30000,2,2,1,27,0,0,0,0,0,0,0,58716,19403,39313,0
250000,1,1,2,29,0,0,0,0,0,0,0,27525,16197,11328,0
10000,2,3,1,51,1,2,0,0,2,2,4,23011,5170,17841,0
50000,1,2,2,27,1,2,2,2,2,2,6,113324,5741,107583,0
120000,1,3,1,38,0,0,0,0,0,0,0,40380,31777,8603,0
50000,1,2,2,28,0,0,0,0,0,0,0,256104,10001,246103,0
250000,1,1,2,36,0,0,0,0,0,0,0,652470,23800,628670,0
20000,1,2,2,48,0,0,2,0,0,0,1,3120,1170,1950,1
70000,2,2,2,25,0,0,0,0,0,0,0,116994,13010,103984,0
50000,1,2,2,46,0,0,0,0,0,0,0,110046,33927,76119,0
110000,1,2,2,41,0,0,0,0,0,0,0,731024,46509,684515,0
100000,2,1,2,32,1,2,0,0,0,0,2,99175,42317,56858,0
20000,1,2,1,31,0,0,0,0,0,0,0,1727,2528,-801,0
120000,2,2,1,25,0,0,0,0,0,0,0,408469,59281,349188,0
50000,1,2,2,26,0,0,0,0,0,0,0,29120,26800,2320,0
140000,1,2,1,29,1,2,2,2,2,2,6,452667,17863,434804,1
140000,1,2,1,34,0,0,0,0,0,0,0,14531,14111,420,1
250000,2,1,1,39,0,0,0,0,0,0,0,1143816,50743,1093073,0
180000,2,2,2,30,0,0,0,0,0,0,0,273695,12905,260790,0
130000,1,2,2,26,0,0,0,0,0,0,0,110748,1650,109098,0
200000,1,1,2,27,0,0,0,0,0,0,0,34303,35057,-754,0
100000,2,1,2,26,0,0,2,2,2,0,3,413347,16690,396657,0
20000,1,2,2,23,0,0,0,0,0,0,0,76159,33500,42659,0
290000,2,3,2,27,0,0,0,0,0,0,0,300033,219219,80814,0
110000,1,1,1,46,0,0,0,0,0,0,0,497256,17703,479553,0
30000,2,2,2,27,2,2,5,5,4,3,6,5700,0,5700,0
150000,2,3,2,23,0,0,0,0,0,0,0,99246,78932,20314,0
150000,2,2,2,34,0,0,0,0,0,0,0,13228,21428,-8200,0
120000,2,1,2,25,1,0,0,0,0,0,1,0,0,0,1
280000,1,2,1,28,0,0,0,0,0,0,0,158901,7600,151301,0
90000,2,2,1,36,1,0,0,0,0,0,1,-746,4330,-5076,0
130000,1,2,1,39,0,0,0,0,0,0,0,12846,2340,10506,0
30000,1,2,2,24,1,2,2,2,0,0,4,168918,6150,162768,1
100000,1,1,1,25,0,0,0,0,0,0,0,173950,4110,169840,0
30000,2,1,2,27,0,0,0,0,0,2,1,132734,10000,122734,1
90000,2,2,1,28,0,0,0,0,0,0,0,193887,10600,183287,0
160000,2,2,1,25,4,3,2,0,0,0,3,517316,3849,513467,0
260000,1,1,1,51,0,0,0,0,0,0,0,7402,6750,652,0
50000,1,1,2,28,2,0,0,0,0,0,1,226329,10700,215629,1
260000,1,3,2,27,0,0,0,0,0,0,0,838464,31632,806832,0
220000,2,1,2,35,0,0,0,0,0,0,0,33197,31494,1703,0
20000,2,2,2,22,0,0,0,0,0,0,0,118040,6721,111319,0
300000,2,1,2,25,1,5,4,3,2,3,6,1850895,20000,1830895,1
250000,2,1,2,31,1,0,0,0,0,0,1,-1774,486,-2260,0
200000,1,2,2,30,0,0,0,0,0,0,0,2080,2496,-416,0
20000,2,2,2,21,0,0,2,0,0,0,1,76516,9600,66916,0
50000,1,2,2,25,3,3,2,2,2,0,5,165850,6100,159750,1
100000,2,3,2,28,0,0,0,0,0,0,0,183853,223623,-39770,0
170000,1,2,1,37,0,0,0,0,0,0,0,847993,31528,816465,0
120000,1,1,1,37,0,0,0,0,0,0,0,460121,26100,434021,0
120000,2,2,2,38,0,0,0,0,0,0,0,153922,6457,147465,0
50000,1,2,2,26,0,0,0,0,2,0,1,132306,6102,126204,0
260000,2,1,2,28,0,0,0,0,0,0,0,323114,14466,308648,0
60000,2,2,2,44,0,0,0,0,0,0,0,179720,6630,173090,0
120000,2,2,2,28,0,2,2,0,0,0,2,400,0,400,1
220000,2,3,1,47,0,0,0,0,0,0,0,422929,432723,-9794,0
200000,1,1,2,26,0,0,0,0,0,0,0,-706,0,-706,0
90000,2,2,1,45,0,0,0,0,0,0,0,399849,129109,270740,0
310000,2,1,1,25,0,0,0,0,0,0,0,798289,21663,776626,0
110000,2,2,1,34,0,0,0,0,0,0,0,122047,5626,116421,0
140000,2,2,2,42,0,0,0,0,0,0,0,162570,7130,155440,0
160000,2,1,1,51,0,0,0,0,0,0,0,154279,19403,134876,0
80000,2,2,2,24,2,2,2,2,2,2,6,155451,9100,146351,1
500000,2,1,1,36,0,0,0,0,0,0,0,1337091,205103,1131988,0
130000,1,2,2,29,0,0,0,0,0,0,0,698299,27105,671194,0
240000,2,2,1,44,0,0,0,2,0,0,1,1332991,52022,1280969,0
50000,2,2,2,24,2,2,7,7,7,7,6,14400,0,14400,1
180000,2,1,1,42,1,0,0,0,0,0,1,2490,2490,0,0
240000,1,2,2,33,0,0,0,0,0,0,0,54420,57235,-2815,1
180000,1,2,1,30,0,0,0,0,0,0,0,561970,21468,540502,0
130000,1,2,2,33,0,0,0,0,0,0,0,723860,28650,695210,0
50000,2,1,2,24,0,0,0,0,0,0,0,26296,7522,18774,1
500000,1,1,2,34,0,0,0,2,0,0,1,324786,280815,43971,0
200000,1,2,1,29,0,0,0,0,0,2,1,1079630,47000,1032630,0
220000,2,1,2,29,0,0,0,0,0,0,0,70848,73957,-3109,0
70000,1,2,1,33,0,0,2,0,0,0,1,143817,7803,136014,0
440000,1,1,1,31,0,0,0,0,0,0,0,79280,14152,65128,0
290000,1,4,1,52,0,0,0,0,0,0,0,626488,231692,394796,0
50000,2,2,2,23,0,0,0,0,0,0,0,162128,5654,156474,0
120000,2,2,2,23,0,0,0,0,0,0,0,399331,52000,347331,0
80000,2,3,1,44,0,0,0,0,0,0,0,58991,61892,-2901,0
170000,2,2,1,27,0,0,0,0,0,0,0,881467,35078,846389,0
160000,1,1,2,41,0,0,0,0,0,0,0,2272,1980,292,1
280000,1,1,2,29,0,2,0,0,0,0,1,90518,53809,36709,1
40000,2,2,1,47,2,2,2,2,0,0,4,197069,8701,188368,1
80000,2,3,1,53,0,0,0,0,0,0,0,413909,22000,391909,0
210000,2,2,1,40,0,0,0,0,0,0,0,21708,10053,11655,0
60000,2,2,1,29,2,2,2,2,2,2,6,303107,11520,291587,1
20000,2,2,1,40,0,0,0,0,0,0,0,96271,4165,92106,1
230000,2,2,2,36,1,0,0,0,0,0,1,19677,19781,-104,0
90000,2,1,1,50,0,0,0,0,0,0,0,387793,19300,368493,0
170000,2,1,1,35,0,0,0,0,0,0,0,6683,8317,-1634,0
70000,2,2,2,22,0,0,0,0,0,0,0,206331,7191,199140,0
50000,1,2,2,29,0,0,2,2,2,0,3,159848,8422,151426,0
140000,2,1,1,48,0,0,0,0,0,0,0,13575,8232,5343,0
50000,2,3,2,55,0,0,0,0,0,0,0,229745,10013,219732,0
270000,2,1,2,45,0,0,0,0,0,0,0,569296,112173,457123,0
170000,2,2,1,49,2,2,0,0,0,0,2,693003,19100,673903,1
180000,2,1,2,27,0,0,0,0,0,0,0,580129,21613,558516,0
80000,2,1,2,29,0,0,0,0,0,0,0,15430,16405,-975,0
450000,2,1,2,37,0,0,0,0,0,0,0,361265,112772,248493,0
400000,1,1,2,29,0,0,0,0,0,0,0,57966,99693,-41727,0
400000,2,2,2,35,0,2,0,0,0,2,2,19673,15204,4469,0
60000,1,3,2,25,0,0,0,0,0,0,0,262240,12459,249781,0
110000,1,1,2,25,0,0,0,0,0,0,0,342147,19500,322647,0
60000,2,2,2,24,0,0,0,0,0,0,0,148181,9124,139057,0
140000,1,1,2,37,0,0,0,0,0,0,0,290512,75243,215269,1
20000,1,2,1,24,0,0,0,0,0,0,0,72987,6000,66987,1
50000,1,1,2,30,0,0,0,2,2,2,3,342551,14700,327851,1
30000,2,3,2,53,0,0,0,0,2,0,1,140919,7382,133537,0
210000,2,2,2,26,0,0,0,0,0,0,0,929747,35205,894542,0
50000,1,2,2,36,2,2,2,2,2,2,6,207076,9000,198076,1
200000,1,1,2,30,0,0,0,0,0,2,1,25819,32570,-6751,0
120000,2,3,1,50,0,0,0,0,0,0,0,462846,12628,450218,0
200000,2,1,2,29,0,0,0,0,0,0,0,14199,5227,8972,1
180000,2,2,1,35,0,0,0,0,0,0,0,3230,1364,1866,0
440000,2,2,1,47,1,0,0,0,0,0,1,5335,7026,-1691,1
150000,2,2,2,22,0,0,0,0,0,0,0,81185,40204,40981,0
130000,1,1,1,70,1,0,0,0,0,0,1,0,0,0,1
50000,2,2,1,26,0,0,0,0,0,0,0,76843,39000,37843,0
180000,2,2,2,28,1,2,0,0,0,0,2,54649,26242,28407,1
80000,2,2,2,24,0,0,0,0,0,0,0,389101,14710,374391,0
170000,2,1,2,29,0,0,0,0,0,0,0,19909,10426,9483,0
150000,2,1,2,25,0,0,0,0,0,0,0,24898,4150,20748,0
240000,1,2,2,35,0,0,0,0,0,0,0,904856,30503,874353,0
140000,1,2,2,24,0,0,0,2,2,2,3,817397,33602,783795,1
50000,1,3,0,50,0,0,0,0,0,0,0,76885,8600,68285,0
20000,2,2,1,36,0,0,0,0,0,0,0,50172,13000,37172,0
240000,2,1,1,38,0,0,0,0,0,0,0,158322,149984,8338,0
30000,2,2,1,45,0,0,0,0,0,0,0,117175,4949,112226,0
50000,2,2,2,29,2,2,2,0,0,2,4,39812,2996,36816,1
20000,2,2,1,37,0,0,2,0,0,0,1,116252,6062,110190,1
20000,2,2,1,50,7,6,5,4,3,2,6,128030,994,127036,1
310000,2,2,1,48,0,0,0,0,0,0,0,0,0,0,0
200000,1,2,2,39,0,0,0,0,0,2,1,117700,48115,69585,0
330000,1,3,2,48,1,0,0,0,0,0,1,12613,12813,-200,0
100000,2,3,1,53,0,0,0,0,0,0,0,502346,22429,479917,0
50000,2,3,2,35,0,0,0,0,0,0,0,95127,4169,90958,0
120000,1,2,2,30,0,0,0,0,0,0,0,351834,15000,336834,0
160000,1,1,1,42,0,0,0,0,0,3,1,454384,19341,435043,0
170000,1,1,1,62,0,0,0,0,0,0,0,51173,6847,44326,0
50000,2,3,0,27,2,0,0,0,0,0,1,100376,2530,97846,0
30000,2,2,2,23,0,0,0,0,0,0,0,1170,780,390,0
150000,1,1,2,29,0,0,0,0,0,0,0,716925,15854,701071,0
320000,2,2,2,33,0,0,0,0,0,0,0,36731,21506,15225,0
50000,2,2,1,58,1,2,2,2,2,2,6,200577,7426,193151,0
20000,2,1,2,26,0,0,0,0,0,0,0,105601,6467,99134,0
20000,1,2,2,25,4,5,4,3,2,0,5,112371,1836,110535,1
50000,1,2,1,34,0,0,0,0,0,0,0,204214,11333,192881,0
160000,1,3,1,46,0,0,0,0,0,0,0,5486,4576,910,0
20000,2,2,2,34,0,0,0,0,0,0,0,102183,3968,98215,0
130000,1,2,1,27,0,0,0,0,0,0,0,156496,29232,127264,1
150000,2,2,2,24,1,0,0,0,0,0,1,15075,24433,-9358,0
20000,2,2,2,23,0,0,0,0,0,0,0,85526,21997,63529,0
20000,1,3,1,45,0,0,2,2,2,2,4,76077,5340,70737,1
70000,2,3,1,56,0,0,0,0,0,0,0,17976,7770,10206,0
50000,1,1,2,26,0,0,0,0,0,0,0,114088,5917,108171,0
200000,1,2,1,40,0,0,0,0,0,0,0,260887,40937,219950,0
320000,2,2,2,30,0,0,0,0,0,0,0,51574,46576,4998,0
50000,1,3,2,34,0,2,2,0,0,0,2,1560,0,1560,0
70000,1,2,2,25,0,0,0,0,0,0,0,150386,6615,143771,0
200000,2,3,2,33,0,0,0,0,0,0,0,1243,2512,-1269,0
250000,2,2,1,29,0,0,0,0,0,0,0,1288,1546,-258,0
70000,2,1,2,25,0,0,0,0,0,0,0,404964,15405,389559,1
90000,2,2,1,36,0,0,0,0,0,0,0,4385,3700,685,1
400000,1,1,2,32,0,0,0,0,0,2,1,112142,18134,94008,0
130000,2,1,2,33,0,0,0,0,0,0,0,41116,37255,3861,0
110000,2,1,1,40,0,0,2,0,0,0,1,320020,17000,303020,0
150000,1,1,2,38,1,2,2,2,0,0,4,850336,30571,819765,0
330000,2,1,2,28,0,0,0,0,0,0,0,50191,21920,28271,0
30000,2,3,2,21,2,2,2,0,0,0,3,168079,3700,164379,0
360000,2,1,2,32,0,0,0,0,0,0,0,244620,164451,80169,0
50000,1,1,1,54,0,0,0,0,0,0,0,169528,6234,163294,0
60000,2,2,2,24,2,2,2,2,2,2,6,174100,7000,167100,1
200000,2,2,2,27,0,0,0,0,0,0,0,1584,1320,264,0
180000,2,1,2,43,0,0,0,0,0,0,0,14866,14866,0,0
50000,1,3,2,52,0,0,0,0,0,0,0,254954,8558,246396,0
80000,2,3,1,38,0,0,0,0,0,0,0,990,660,330,0
50000,2,2,2,23,2,2,2,3,2,2,6,202465,9800,192665,1
270000,2,3,1,30,0,0,0,0,0,0,0,11893,43583,-31690,0
100000,2,2,2,23,0,0,0,0,0,0,0,3278,6210,-2932,1
170000,2,2,2,38,0,0,0,0,0,0,0,812362,31012,781350,0
30000,1,1,1,30,0,0,0,0,0,0,0,90521,12000,78521,0
230000,2,2,2,38,0,0,0,0,0,0,0,659661,24582,635079,0
200000,2,1,1,34,0,0,0,0,0,0,0,39696,42949,-3253,0
130000,1,1,2,36,0,0,0,0,0,0,0,262292,7400,254892,1
30000,1,2,1,62,0,0,0,0,0,0,0,14178,1000,13178,0
140000,2,2,1,26,0,0,0,0,0,0,0,223835,8900,214935,0
490000,1,1,1,43,0,0,0,0,0,0,0,254275,253920,355,0
160000,1,2,2,30,0,0,0,0,0,0,0,11240,8370,2870,0
180000,1,2,1,42,0,0,0,0,0,0,0,180756,7260,173496,1
260000,2,2,1,32,0,0,0,0,0,0,0,1314745,46697,1268048,0
80000,2,2,2,27,0,0,0,0,0,0,0,326029,11435,314594,1
360000,2,1,2,29,0,0,0,0,0,0,0,79171,56762,22409,1
20000,2,1,2,25,0,0,0,0,0,0,0,4145,4237,-92,0
20000,1,1,2,28,0,0,0,0,0,0,0,40499,1650,38849,0
80000,2,3,1,28,0,0,0,0,0,0,0,238744,13719,225025,0
500000,1,1,2,32,0,0,0,0,0,0,0,118395,62572,55823,0
160000,1,1,1,55,0,0,0,0,0,0,0,621732,16282,605450,0
20000,2,1,2,22,0,0,0,0,0,0,0,89355,6511,82844,0
330000,2,1,1,36,0,0,0,0,0,0,0,1853,1642,211,0
80000,2,1,2,26,0,0,2,2,2,2,4,248562,11500,237062,1
220000,1,2,1,40,2,0,0,0,0,0,1,1115297,39789,1075508,0
230000,2,2,2,28,0,0,2,2,2,2,4,1202888,55929,1146959,0
90000,2,2,2,25,0,0,0,0,0,0,0,464824,28463,436361,0
300000,1,3,1,61,0,0,0,0,2,2,2,283983,8711,275272,1
30000,2,2,1,45,0,0,0,0,0,0,0,182502,7540,174962,1
80000,2,2,1,40,2,2,2,2,0,0,4,420756,13420,407336,1
60000,1,1,2,27,0,0,0,0,0,0,0,24239,12191,12048,0
360000,1,5,1,31,0,0,0,0,0,0,0,893744,21600,872144,0
360000,1,1,2,27,0,2,0,0,0,0,1,7515,5910,1605,0
30000,2,2,2,23,0,0,0,2,0,0,1,70738,4784,65954,0
190000,1,3,1,50,0,0,0,2,0,0,1,678231,32791,645440,0
130000,2,2,1,45,0,0,0,0,0,2,1,771399,34710,736689,0
110000,2,1,2,34,0,0,0,0,0,0,0,561200,19593,541607,0
350000,2,2,1,46,0,0,0,0,0,0,0,80561,67561,13000,0
50000,2,3,1,52,0,0,0,0,0,0,0,186596,7000,179596,0
130000,2,2,3,38,0,0,0,0,0,0,0,29048,16616,12432,0
50000,1,1,2,29,0,2,2,2,2,0,4,296297,13421,282876,1
50000,1,2,2,25,0,0,0,0,0,0,0,72206,16900,55306,0
380000,2,2,2,31,0,0,0,0,0,0,0,1003728,155866,847862,0
260000,2,1,2,30,0,0,0,0,0,0,0,723479,29075,694404,0
140000,2,2,2,28,0,0,0,0,0,0,0,-1056,652,-1708,0
270000,2,1,2,36,0,0,0,0,0,0,0,34673,32176,2497,0
30000,2,2,1,33,0,0,0,0,0,0,0,162743,6254,156489,0
240000,1,1,2,35,1,0,0,0,0,0,1,220,0,220,0
70000,1,3,2,32,0,0,0,0,0,0,0,316129,12182,303947,1
120000,1,1,1,50,2,2,2,0,0,2,4,243150,9800,233350,1
160000,2,2,2,42,2,2,0,0,0,0,2,644982,19483,625499,1
170000,1,3,2,36,0,0,0,0,0,0,0,62899,64604,-1705,1
380000,2,1,2,31,0,0,0,0,0,0,0,1918951,89283,1829668,0
160000,2,2,1,26,1,2,0,0,0,0,2,439182,16828,422354,0
30000,1,2,2,39,2,3,2,2,2,3,6,164747,5200,159547,0
260000,2,1,1,40,0,0,0,0,0,0,0,11524,15611,-4087,0
70000,1,2,2,41,2,2,2,3,3,2,6,240699,16000,224699,1
240000,1,2,1,39,0,0,0,0,0,0,0,28345,24553,3792,0
170000,2,2,1,43,0,0,0,0,0,0,0,74932,67993,6939,0
30000,1,2,1,36,1,4,3,2,2,2,6,163750,3306,160444,0
90000,1,3,2,32,0,0,0,0,0,0,0,237845,35807,202038,0
250000,1,2,2,25,2,0,0,0,0,0,1,188668,22000,166668,0
270000,2,2,2,25,0,0,0,0,0,0,0,151695,6645,145050,0
130000,2,2,2,24,0,0,0,0,0,0,0,6469,9711,-3242,1
360000,1,1,1,43,0,2,0,0,0,0,1,86973,68572,18401,0
490000,1,1,1,35,0,0,0,0,0,0,0,104110,9443,94667,0
110000,2,2,1,31,0,0,0,0,0,0,0,471768,16781,454987,0
100000,1,2,2,27,0,0,0,0,0,0,0,102721,69555,33166,0
200000,1,3,1,28,0,0,0,0,0,0,0,16739,16704,35,0
50000,2,2,2,24,0,0,0,0,0,0,0,213485,7780,205705,0
220000,1,2,2,30,0,0,0,0,0,0,0,4572,1000,3572,0
360000,1,3,2,41,2,0,0,0,0,0,1,303600,115523,188077,0
20000,2,2,1,51,0,0,0,0,0,0,0,10400,2000,8400,0
70000,2,2,1,44,0,0,0,0,0,0,0,274136,12485,261651,0
180000,2,2,2,29,0,0,0,0,0,0,0,739617,25274,714343,0
50000,1,2,2,32,0,0,0,0,2,2,2,152833,5766,147067,0
140000,2,1,2,28,0,0,0,0,0,0,0,75754,26322,49432,0
220000,1,2,1,47,0,0,0,0,0,0,0,25072,19682,5390,0
150000,2,2,2,50,0,0,0,0,0,0,0,25128,17238,7890,0
